name,about,link,investor,exit
ZappRx,ZappRx is modernizing and simplifying the way specialty medications are managed. The company provides a secure- collaborative online platform that allows patients- physicians- and pharmacists to work together to improve patients access to treatment.,https://www.zapprx.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Zephyr Health,Zephyr Health provides insights-as-a-service- harnessing the power of global health data to address critical business and patient needs.,https://zephyrhealth.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Abundant Robotics,Abundant Robotics provides robotic solutions for the hardest jobs in agriculture.,https://www.abundantrobotics.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Airware,Airware is a development platform that enables entrepreneurs- educators- and enthusiasts to develop applications for unmanned aircraft systems.,https://www.airware.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Benson Hill Biosystems,Benson Hill Biosystems is a crop improvement company unlocking the natural genetic potential of plants to help modernize our food system.,https://bensonhillbio.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Blue Vision Labs,Blue Vision Labs empowers developers to build the future of augmented reality.,https://www.bluevisionlabs.com,<a href='/team/tom-hulme'>Tom Hulme</a>,* Acquired by Lyft- 2018
Carmera,Carmera is automating cities by maintaining the worlds most robust real-time- street-level intelligence platform- accessible to anyone.,https://carmera.com,<a href='/team/erik-nordlander'>Erik Nordlander</a><a href='/team/tom-hulme'>Tom Hulme</a>,No Exit Yet
CircuitHub,CircuitHub is an electronics design facilitator whose mission is to take the frustration out of designing and manufacturing electronics.,https://www.circuithub.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Cloudera,Cloudera provides Apache Hadoop-based software and services that allow enterprises to store- process- and analyze their data in one place. ,https://www.cloudera.com,<a href='/team/karim-faris'>Karim Faris</a>,* NYSE: CLDR
Comfy,Comfy is changing the way people interact with their workplaces- from the people who operate the building to the people who fill it.,https://comfyapp.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,* Acquired by Siemens- 2018
Cool Planet,Cool Planet Energy Systems is developing negative carbon and carbon neutral fuels based on plant photosynthesis- which absorb carbon from the air.,https://www.coolplanet.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Creator,Creator is a collective of food lovers and engineers with decades of robotics and restaurant experience.,https://creator.rest,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Dandelion Energy,Originally conceived at X- Alphabets innovation lab- Dandelion is now an independent company offering geothermal heating and cooling systems to homeowners- starting in the Northeastern US.,https://dandelionenergy.com,,No Exit Yet
Granular,Granulars cloud software and analytics platform helps farmers become more efficient and make better business decisions.,https://www.granular.ag,<a href='/team/andy-wheeler'>Andy Wheeler</a>,* Acquired by DuPont- 2017
Helium,Helium creates smart sensors for enterprise environments.,https://www.helium.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Imagen,Imagen is extending the frontiers of medicine and artificial intelligence to improve human well-being.,https://imagen.ai,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
IonQ,IonQ is developing industry-leading- general-purpose quantum computers to address a broad array of applications.,https://ionq.co,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Kindred,Kindred builds machines with human-like intelligence.,https://www.kindred.ai,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Makani,Makani hopes to accelerate the shift to clean- renewable energy by developing energy kites- a new type of wind turbine. (Makani was acquired by Google in May 2013.),https://www.google.com/makani,<a href='/team/andy-wheeler'>Andy Wheeler</a>,* Acquired by Google- 2013
MapD,MapD is a data analytics and visualization platform that enables unprecedented interactivity and speed across the big data pipeline.,https://www.mapd.com,,No Exit Yet
Mighty AI,Mighty AI helps companies generate accurate- high-quality data sets to train and scale artificial intelligence.,https://mty.ai,<a href='/team/tyson-clark'>Tyson Clark</a>,* Acquired by Uber- 2019
MindMeld,MindMeld is reinventing conversation through the power of anticipatory computing.,https://mindmeld.com,<a href='/team/karim-faris'>Karim Faris</a>,* Acquired by Cisco- 2017
Nextbit,Nextbit is building groundbreaking technology to take mobile to the next level.,https://nextbit.com,<a href='/team/rich-miner'>Rich Miner</a>,* Acquired by Razer- 2017
Orbital Insight,Orbital Insight uses advanced image processing and data science at petabyte scale to understand global trends- creating market intelligence for decision makers and investors in a wide range of industries.,https://orbitalinsight.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Premise,Premise is real-time data for a streaming global economy. They build machinery to organize- measure- and index the collective enterprise of the human race.,https://premise.com,<a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
RightHand Robotics,RightHand Robotics is a leader in providing end-to-end solutions that reduce the cost of e-commerce order-fulfillment of electronics- apparel- grocery- pharmaceuticals- and countless other industries.,https://www.righthandrobotics.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Ripcord,Ripcord is a robotic digitization company that builds robots to digitize records and make them accessible anywhere- anytime.,https://www.ripcord.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Rocana,Rocana is working on the next generation of IT Operations Analytics. Rocana increases IT operator efficiency and speeds time to resolution for complex shared infrastructure.,https://www.rocana.com,<a href='/team/tyson-clark'>Tyson Clark</a>,* Acquired by Splunk- 2017
Savioke,Savioke is creating autonomous robots for the services industry. Savioke aims to improve the lives of people by developing and deploying robotic technology in the places people live and work.,https://www.savioke.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Scandit,Scandit helps enterprises and consumers augment the physical world with real-time data captured by barcode scanning & text and object recognition with smart devices.,https://scandit.com,<a href='/team/tom-hulme'>Tom Hulme</a>,No Exit Yet
Skycatch,Skycatch is a platform for capturing data at scale using small autonomous aerial robots.,https://www.skycatch.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Soylent,Soylent provides complete nutrition in a one-step process that's good for the body and the planet.,https://www.soylent.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Space Monkey,Space Monkey gives consumers all the benefits of a traditional cloud service at a fraction of the cost  with the speed and space of local data storage.,No Link,,* Acquired by Vivint- 2014
Spruce Finance,Spruce Finance provides homeowners with simple- affordable financing for residential solar systems- water conservation upgrades- and energy efficiency home improvements.,https://www.sprucefinance.com,<a href='/team/joe-kraus'>Joe Kraus</a>,No Exit Yet
The Climate Corporation,The Climate Corporation helps people and businesses adapt to climate change through technologically advanced weather insurance products.,https://www.climate.com,,* Acquired by Monsanto- 2013
Transphorm,Transphorm makes ultra-efficient power modules that eliminate up to 90% of all electric conversion losses. From HVACs to hybrids; servers to solar panels  Transphorm enables significant energy savings across the grid.,https://www.transphormusa.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Urban Engines,Urban Engines reduces congestion by combining insights and incentives to ease the time and stress of daily commutes.,No Link,<a href='/team/david-krane'>David Krane</a>,* Acquired by Google- 2016
Veo Robotics,Veo Robotics transforms manufacturing by incorporating computer vision- 3D sensing- and AI into industrial robots.,https://www.veobot.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Wonder Workshop,Wonder Workshop makes robotics fun and accessible for young kids.,https://www.makewonder.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
23andMe,23andMe is a leading personal genetics company dedicated to helping individuals understand their own genetic information through DNA analysis technologies and web-based interactive tools.,https://23andme.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
2nd Address,2nd Address (formerly Homesuite) is simplifying the travel experience through premium long-term stays for business travelers.,https://2ndaddress.com,<a href='/team/joe-kraus'>Joe Kraus</a>,No Exit Yet
Abacus,Abacus is a simple way to manage business expenses. Managers save money with increased control- and employees get paid back right away.,https://www.abacus.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,* Acquired by Certify- 2018
About.me,About.me is a free service that lets you create a beautiful one-page website thats all about you.,https://about.me,,* Acquired by Broadly- 2019
Abundant Robotics,Abundant Robotics provides robotic solutions for the hardest jobs in agriculture.,https://www.abundantrobotics.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Acalvio,Acalvio provides advanced threat defense solutions to detect- engage- and respond to malicious activity through a unique combination of deception and data science.,https://www.acalvio.com,<a href='/team/tyson-clark'>Tyson Clark</a>,No Exit Yet
Adelphic Mobile,Adelphic Mobile enables targeted- audience-based advertising at scale.,https://www.adelphic.com,<a href='/team/rich-miner'>Rich Miner</a>,* Acquired by Viant- 2017
Airtime,Airtime is a live social video company that uses the latest video technology to bring people together.,https://www.airtime.com,<a href='/team/david-krane'>David Krane</a>,No Exit Yet
Airware,Airware is a development platform that enables entrepreneurs- educators- and enthusiasts to develop applications for unmanned aircraft systems.,https://www.airware.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Alector,Alector is a biotech company dedicated to the discovery and development of therapies for dementia and neurodegeneration.,https://alector.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Aledade,Aledade offers a new model of primary care that helps practices deliver better care at lower cost.,https://aledade.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
AltspaceVR,Altspace VR is a social platform for virtual reality that allows users to watch streaming video- play games- and work collaboratively inside of virtual spaces.,https://altvr.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,* Acquired by Microsoft- 2017
Ambition,Ambition helps companies track and motivate their sales organizations with a gamified- fantasy football-like productivity platform.,https://www.ambition.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,No Exit Yet
Amino,Amino connects like-minded people passionate about similar interests through mobile micro communities.,https://www.aminoapps.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,No Exit Yet
Anchor,Anchor makes it easy to record and publish podcasts from your phone.,https://anchor.fm,<a href='/team/mg-siegler'>M.G. Siegler</a>,* Acquired by Spotify- 2019
Andela,Andela extends engineering teams by recruiting the most talented developers on the African continent- shaping them into technical leaders- and placing them at companies as full-time distributed team members.,https://www.andela.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
AngelList,AngelList is a platform that makes fundraising efficient for both startups and investors.,https://angel.co,<a href='/team/joe-kraus'>Joe Kraus</a>,No Exit Yet
Anomali,Anomali addresses cyber security challenges for organizations of all sizes by correlating millions of threat indicators against real time network activity logs and historical forensic log data.,https://anomali.com,<a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
Apptentive,Apptentive provides mobile customer engagement software that helps companies listen to- engage with- and retain their customers through intelligent in-app messages- surveys- and ratings prompts.,https://www.apptentive.com,<a href='/team/tyson-clark'>Tyson Clark</a>,No Exit Yet
Apptimize,Apptimize provides A/B testing for native mobile apps on Android and iOS.,https://apptimize.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,No Exit Yet
Appurify,Appurify provides a complete solution for automatically testing and debugging mobile apps. Appurifys platform offers live access to real- fully-configurable iOS and Android devices in the cloud- accompanied by powerful testing and debugging tools.,https://www.appurify.com,<a href='/team/karim-faris'>Karim Faris</a>,* Acquired by Google- 2014
Apteligent,Apteligent offers tools that empower mobile developers and PMs to troubleshoot- prioritize- and resolve issues damaging their users app experience.,https://www.apteligent.com,<a href='/team/rich-miner'>Rich Miner</a>,* Acquired by VMWare- 2017
Arcus Biosciences,Arcus Biosciences is creating new cancer therapeutics through insights in immunology.,https://www.arcusbio.com,<a href='/team/blake-byers'>Blake Byers</a>,* NYSE: RCUS
ARMO BioSciences,ARMO BioSciences is a clinical-stage company developing immunotherapies focused on multiple difficult-to-treat oncology indications.,https://www.armobio.com,<a href='/team/blake-byers'>Blake Byers</a>,* NASDAQ: ARMO- Acquired by Eli Lilly and Company- 2018
Arrakis,Arrakis Therapeutics is a biopharmaceutical company pioneering the discovery of small-molecule medicines that directly bind to and modify the biological function of RNA to treat disease.,https://arrakistx.com,<a href='/team/vineeta-agarwala'>Vineeta Agarwala</a><a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Arsanis,Arsanis is addressing critical infectious disease threats with targeted monoclonal antibody immunotherapies.,https://www.arsanis.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,* NASDAQ: ASNS
Aspire Health,Aspire Health provides an extra layer of support to patients facing a serious illness.,https://www.aspirehealthcare.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a><a href='/team/ben-robbins'>Ben Robbins</a>,* Acquired by Anthem- 2018
Astrid,Astrid is a mobile- social to-do list that helps individuals and groups stay organized- get more done and have fun in the process.,https://www.astrid.com,,* Acquired by Yahoo!- 2013
Autolus,Autolus is a clinical-stage biopharmaceutical company developing next-generation programmed T cell therapies for the treatment of cancer.,https://autolus.com,<a href='/team/tom-hulme'>Tom Hulme</a>,* NASDAQ: AUTL
Beam Therapeutics,Beam Therapeutics is pioneering the use of CRISPR base editing to develop precision genetic medicines that treat disease- one letter at a time.,https://beamtx.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Benson Hill Biosystems,Benson Hill Biosystems is a crop improvement company unlocking the natural genetic potential of plants to help modernize our food system.,https://bensonhillbio.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
BlackThorn Therapeutics,BlackThorn Therapeutics improves the lives of people with neurobehavioral disorders through the discovery and development of novel- targeted treatments.,https://blackthornrx.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Blavity,Blavity is a technology and media company aimed at building beautiful products and experiences for black millennials.,https://blavity.com,<a href='/team/john-lyman'>John Lyman</a>,No Exit Yet
Blockchain,Blockchain is a software platform for digital assets that uses new technology to build a radically better financial system.,https://blockchain.info,<a href='/team/tom-hulme'>Tom Hulme</a>,No Exit Yet
Blue Bottle Coffee,Blue Bottle Coffee is an organic coffee roastery with the simple purpose of getting great coffee to everyone who asks for it.,https://bluebottlecoffee.com,<a href='/team/david-krane'>David Krane</a>,* Acquired by Nestl- 2017
Blue Vision Labs,Blue Vision Labs empowers developers to build the future of augmented reality.,https://www.bluevisionlabs.com,<a href='/team/tom-hulme'>Tom Hulme</a>,* Acquired by Lyft- 2018
Bowery,Bowery is the modern farming company growing the purest produce imaginable.,https://www.boweryfarming.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Buoyant,Buoyant helps you fearlessly build productive- safe- and reliable cloud native platforms.,https://buoyant.io,<a href='/team/dave-munichiello'>Dave Munichiello</a>,No Exit Yet
Brandless,Brandless creates thoughtful- irresistible food and household products you reach for every day.,https://brandless.com,<a href='/team/john-lyman'>John Lyman</a>,No Exit Yet
Breather,Creating beautiful- dedicated workspaces in great locations without the big monthly price tag.,https://breather.com,<a href='/team/laura-melahn'>Laura Melahn</a>,No Exit Yet
BufferBox,BufferBox provides a secure- convenient delivery location for online shopping.,https://www.bufferbox.com,<a href='/team/blake-byers'>Blake Byers</a>,* Acquired by Google- 2012
Bugsnag,Bugsnag monitors web- mobile- and server apps for errors & reports all diagnostic data.,https://www.bugsnag.com,<a href='/team/dave-munichiello'>Dave Munichiello</a>,No Exit Yet
Cambly,Cambly connects English students from around the world with native English speakers to improve their spoken language skills.,https://cambly.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,No Exit Yet
Cambridge Epigenetix,Cambridge Epigenetix is a biosciences company that aims to be the world leading provider of high quality- easy to use epigenetic tools.,https://cambridge-epigenetix.com,<a href='/team/tom-hulme'>Tom Hulme</a>,No Exit Yet
Carbon,Carbon is delivering on the promise of 3D printing- allowing commercial customers to go beyond basic prototyping to achieve 3D manufacturing.,https://carbon3d.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Carmera,Carmera is automating cities by maintaining the worlds most robust real-time- street-level intelligence platform- accessible to anyone.,https://carmera.com,<a href='/team/erik-nordlander'>Erik Nordlander</a><a href='/team/tom-hulme'>Tom Hulme</a>,No Exit Yet
Carnival Mobile,Carnival Mobile is a mobile marketing platform that helps brands manage their users and publish campaigns across mobile audiences.,https://www.carnival.io,,* Acquired by Sailthru- 2016
Carrick Therapeutics,Carrick Therapeutics aims to change the way cancer is treated by targeting the molecular pathways that drive the most aggressive and resistant forms of cancer.,https://carricktherapeutics.com,<a href='/team/tom-hulme'>Tom Hulme</a>,No Exit Yet
Celsius Therapeutics,Celsius Therapeutics is translating single-cell genomic insights into precision therapeutics for autoimmune diseases and cancer.,https://celsiustx.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Censys,Censys is the gold standard in data-driven security used by researchers- corporations- and governments to find and analyze every device connected to the Internet.,https://censys.io,<a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
Checkr,Checkr runs automated background checks- providing businesses with pre-employment background screenings and driving records.,https://checkr.io,<a href='/team/joe-kraus'>Joe Kraus</a>,No Exit Yet
CircleUp,CircleUp enables equity based crowdfunding for private consumer companies. Through CircleUp- individuals can invest collectively in outstanding private businesses.,https://www.circleup.com,<a href='/team/david-krane'>David Krane</a>,No Exit Yet
CircuitHub,CircuitHub is an electronics design facilitator whose mission is to take the frustration out of designing and manufacturing electronics.,https://www.circuithub.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Clarifai,Clarifai brings deep machine learning to visual search with a fast and low-error image recognition system.,https://www.clarifai.com,<a href='/team/blake-byers'>Blake Byers</a><a href='/team/erik-nordlander'>Erik Nordlander</a>,No Exit Yet
ClassPass,ClassPass provides members with access to the largest network of fitness studios using a single pass.,https://www.classpass.com,<a href='/team/joe-kraus'>Joe Kraus</a>,No Exit Yet
Clear Labs,Clear Labs analyzes food at the molecular level to help the worlds best food companies secure their supply chains and differentiate their brands.,https://clearlabs.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
ClearStory Data,ClearStory Data is focused on enabling self-driven big data exploration. ClearStory Data is making it easy for business users to gather and explore big- diverse- dispersed data from databases- Hadoop- and the Web for more intuitive insights.,https://www.clearstorydata.com,<a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
Clever,Clever is building educational applications that just work. Their mission is to make powerful educational software easy to build and easy to deploy.,https://www.clever.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
CliQr Technologies,CliQr Technologies enables existing business applications to fluidly move to and between clouds.,https://www.cliqr.com,<a href='/team/karim-faris'>Karim Faris</a>,* Acquired by Cisco- 2016
Cloudera,Cloudera provides Apache Hadoop-based software and services that allow enterprises to store- process- and analyze their data in one place. ,https://www.cloudera.com,<a href='/team/karim-faris'>Karim Faris</a>,* NYSE: CLDR
Clover Health,Clover Health is reinventing the health insurance model by integrating technology into every aspect of its members&rsquo; health care. The Clover data and analytics platform uses continuous- real-time monitoring to prevent hospital admissions- reduce avoidable spending- and identify and better manage chronic diseases.,https://www.cloverhealth.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Clutter,Clutter is a tech-enabled storage company that lets you store extra stuff without leaving your house.,https://www.clutter.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Cmd,Cmd enables cloud-first organizations to reliably log- understand- predict- and control user behavior in their Linux environment.,https://cmd.com,<a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
Cockroach Labs,Cockroach Labs helps developers build and deploy scalable applications that can survive datacenter-scale outages.,https://cockroachlabs.com,<a href='/team/dave-munichiello'>Dave Munichiello</a><a href='/team/erik-nordlander'>Erik Nordlander</a>,No Exit Yet
Cohesity,Cohesity brings together fractured secondary data sources into a single platform- helping companies store- protect- and learn from their data instantly.,https://cohesity.com,<a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
Collaborate,Collaborate is a unified document sharing- task management- and team communication platform for today's mobile workforce.,https://www.collaborate.com,<a href='/team/rich-miner'>Rich Miner</a>,* Acquired by Cisco- 2013
Collective Health,Collective Health gives companies a smarter way to provide health care coverage through technology.,https://collectivehealth.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Comfy,Comfy is changing the way people interact with their workplaces- from the people who operate the building to the people who fill it.,https://comfyapp.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,* Acquired by Siemens- 2018
Compass Therapeutics,Compass Therapeutics is an antibody discovery and development company.,https://compasstherapeutics.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Confide,Confide is a new way to send confidential messages off the record.,https://getconfide.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,No Exit Yet
Cool Planet,Cool Planet Energy Systems is developing negative carbon and carbon neutral fuels based on plant photosynthesis- which absorb carbon from the air.,https://www.coolplanet.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Copper,Copper is a new kind of productivity CRM that's designed to do all your busywork- so you can focus on building long-lasting business relationships.,https://www.copper.com,<a href='/team/tyson-clark'>Tyson Clark</a>,No Exit Yet
Cord,Cord is a voice messaging platform designed for incredibly simple one tap voice chat across a wide variety of devices.,https://cordproject.co,<a href='/team/rich-miner'>Rich Miner</a>,* Acquired by Spotify- 2016
Corduro,Corduro offers a range of payment services for Internet- mobile- and traditional retail transactions.,https://www.corduro.com,<a href='/team/joe-kraus'>Joe Kraus</a>,No Exit Yet
CoreOS,CoreOS improves the security and reliability of the Internet- enabling companies to run their applications securely and reliably in any environment they see fit.,https://coreos.com,<a href='/team/dave-munichiello'>Dave Munichiello</a>,* Acquired by Red Hat- 2018
Cozy,Cozy is the simple way for landlords and renters to manage their rentals online.,https://www.cozy.co,<a href='/team/tyson-clark'>Tyson Clark</a>,* Acquired by CoStar Realty Informtion- 2018
creativeLIVE,creativeLIVE unleashes the creative potential of millions of people by connecting them live with the worlds most inspiring instructors.,https://www.creativelive.com,,No Exit Yet
Creator,Creator is a collective of food lovers and engineers with decades of robotics and restaurant experience.,https://creator.rest,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
CTRL-labs,CTRL-labs is creating a world where computers are natural extensions of thought and movement.,https://ctrl-labs.com,<a href='/team/mg-siegler'>M.G. Siegler</a><a href='/team/erik-nordlander'>Erik Nordlander</a>,No Exit Yet
Currencycloud,Currencycloud is reimagining the way money flows through the global digital economy- allowing payment firms to remove the friction and inefficiencies of traditional cross-border payments using its flexible APIs.,https://www.currencycloud.com,<a href='/team/tom-hulme'>Tom Hulme</a>,No Exit Yet
CyberGRX,CyberGRX is a cyber risk exchange platform designed to make it simple and cost effective to get up-to-date- comprehensive- one-click access to third-party cyber risk assessments.,https://www.cybergrx.com,<a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
Dandelion Energy,Originally conceived at X- Alphabets innovation lab- Dandelion is now an independent company offering geothermal heating and cooling systems to homeowners- starting in the Northeastern US.,https://dandelionenergy.com,,No Exit Yet
Dapper Labs,Dapper Labs uses the power of play to deliver blockchain-based experiences that are made for you and ready for the real world.,https://dapperlabs.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Dasient,Dasient is a leader in anti-malware technology. Their suite of products protects the websites of e-commerce- media- web hosting- financial services- and other global enterprises from losses of data- revenue and reputation caused by web-based malware attacks.,https://dasient.twitter.com,<a href='/team/karim-faris'>Karim Faris</a>,* Acquired by Twitter- 2012
DataFox,DataFox is a data platform for insights on private company intelligence.,https://www.datafox.co,<a href='/team/karim-faris'>Karim Faris</a><a href='/team/dave-munichiello'>Dave Munichiello</a>,* Acquired by Oracle- 2018
Datanyze,Datanyze is a sales prospecting platform that provides sales and marketing professionals with data on who is using competitors' sites- helping optimize for lead generation- customer retention- and targeting.,https://www.datanyze.com,,No Exit Yet
Decibel Therapeutics,Decibel Therapeutics is translating scientific advances in inner ear biology into novel therapies for people with hearing loss and tinnitus.,https://decibeltx.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Delighted,Delighted provides businesses with actionable feedback from customers using a single question survey and the Net Promoter System.,https://delighted.com,<a href='/team/tyson-clark'>Tyson Clark</a>,* Acquired by Qualtrics- 2018
Denali Therapeutics,Denali Therapeutics is dedicated to defeating neurodegenerative diseases through rigorous therapeutic discovery and development.,https://www.denalitherapeutics.com,<a href='/team/blake-byers'>Blake Byers</a>,* NASDAQ: DNLI
Desktop Metal,Desktop Metal is reinventing the way design and manufacturing teams print with metal.,https://www.desktopmetal.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Desmos,Desmos is building the next generation web-based graphing calculator. It is beautiful- powerful- and free.,https://www.desmos.com,,No Exit Yet
Determined AI,Determined AI is an early stage company at the forefront of machine learning technology. We reduce time-to-market by increasing developer productivity- improving resource (GPU) utilization- and reducing risk.,https://determined.ai,<a href='/team/dave-munichiello'>Dave Munichiello</a>,No Exit Yet
Dialpad,Dialpad provides cloud-based voice- messaging- video- and meetings that let the most innovative companies connect everyone- be everywhere- and create anything.,https://www.dialpad.com,<a href='/team/rich-miner'>Rich Miner</a>,No Exit Yet
Digit,Digit automates saving money by learning your spending habits and transferring a small amount to savings every week.,https://digit.co,<a href='/team/mg-siegler'>M.G. Siegler</a>,No Exit Yet
Disruptor Beam,Disruptor Beam is a digital game company that transports the fans of beloved literary and television series into the worlds they love.,https://www.disruptorbeam.com,,No Exit Yet
Divide,Divide enables professionals to consolidate work and personal life onto a single mobile device without compromises. Its dual persona technology contains great productivity apps and complete personal and IT cloud management. (Divide was acquired by Google in May 2014.),https://www.divide.com,<a href='/team/rich-miner'>Rich Miner</a>,* Acquired by Google- 2014
DNAnexus,DNAnexus is the leading provider of next generation cloud-based sequence data management- analysis- and visualization.,https://www.dnanexus.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Doctor On Demand,Doctor On Demand helps people find and talk to a licensed physician from computer- smartphone- or tablet.,https://www.doctorondemand.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
DocuSign,DocuSign is the leader in eSignature transaction management and the global standard for eSignature. DocuSign helps companies securely collect information and payment- automate data workflows- and sign anything- anywhere- anytime.,https://docusign.com,<a href='/team/karim-faris'>Karim Faris</a>,* NASDAQ: DOCU
Duo,Duo makes multi-factor authentication radically easy to deploy- use- and manage by leveraging mobile phones for transaction verification to help make the Internet more secure.,https://www.duo.com,<a href='/team/karim-faris'>Karim Faris</a>,* Acquired by Cisco- 2018
EasyPost,EasyPost makes shipping easier with a simple API that developers can integrate into their apps and websites.,https://www.easypost.com,,No Exit Yet
Editas Medicine,<span class="il">Editas</span> Medicine is a leading genome editing company and part of a transformational new area of health care genomic medicine. The company was founded by pioneers and world leaders in genome editing.,https://www.editasmedicine.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,* NASDAQ: EDIT
Egnyte,Egnyte delivers cloud and hybrid-cloud storage and file-sharing solutions for businesses  from small office to enterprise organizations. Combining the scalability and security of the cloud with the speed and availability of local access- Egnyte increases business users productivity while allowing IT to maintain control.,https://www.egnyte.com,<a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
Emergent,Emergent is building the next medium for communication using virtual reality.,https://www.emergentvr.com,<a href='/team/joe-kraus'>Joe Kraus</a>,No Exit Yet
Emissary,Emissary connects experts with specialized knowledge to companies and teams that find their knowledge uniquely valuable.,https://www.emissary.io,<a href='/team/mg-siegler'>M.G. Siegler</a>,No Exit Yet
English Central,English Central makes improving one's English fun and effective by turning popular web videos into powerful language learning experiences.,https://www.englishcentral.com,,No Exit Yet
Ethos,Ethos is a new kind of life insurance company built for people who don't have time for fine print- extra doctors appointments- or hidden fees.,https://getethos.com,<a href='/team/tyson-clark'>Tyson Clark</a><a href='/team/brian-bendett'>Brian Bendett</a>,No Exit Yet
Evelo Biosciences,Evelo Biosciences improves the lives of patients with serious diseases through the development of monoclonal microbials.,https://evelobio.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,* NASDAQ: EVLO
